feature1	feature2	r
bac_9cf6c5ebab91567ad49e49c94292fea8	bac_f262a1adf251a3a793d3daa235e35e73	-0.071
bac_a65adaba10277d5b07333ef94fc510a4	bac_f262a1adf251a3a793d3daa235e35e73	0.2261
bac_82cbbe7948fd3fb2294667f54a6bf704	bac_f262a1adf251a3a793d3daa235e35e73	0.0788
bac_f262a1adf251a3a793d3daa235e35e73	bac_f33de0f262530e1ddb20864955a61ac9	-0.2151
bac_b4f2bcc9e114a0c86f604bba1a467f69	bac_f262a1adf251a3a793d3daa235e35e73	0.1001
bac_19c3eb7f2d7ffcdf82b0cd28433665b5	bac_f262a1adf251a3a793d3daa235e35e73	-0.3324
bac_0edc05b786be3adcb6b41fbab1e45225	bac_f262a1adf251a3a793d3daa235e35e73	0.1341
bac_e2ffcb0513196564c567edeb9a92ef79	bac_f262a1adf251a3a793d3daa235e35e73	-0.2634
bac_bb99302be6d09f6eb71b9f4da9c656c5	bac_f262a1adf251a3a793d3daa235e35e73	-0.0406
bac_4715d00a2315b24a3fcc1b66ae839a94	bac_f262a1adf251a3a793d3daa235e35e73	-0.0751
bac_13aa4b30a45dad70c3ed431c8c184c6c	bac_f262a1adf251a3a793d3daa235e35e73	0.613
bac_a51aabc18b8d13346756da5cba58b9f7	bac_f262a1adf251a3a793d3daa235e35e73	-0.2364
bac_ceef01c0f52effc28e4791ff939aa4df	bac_f262a1adf251a3a793d3daa235e35e73	0.0572
bac_b454a93768124af9d6a93073e7eb1e4d	bac_f262a1adf251a3a793d3daa235e35e73	-0.0165
bac_8f0130c75c621be2fa74ea558b46ff5e	bac_f262a1adf251a3a793d3daa235e35e73	-0.1663
bac_84068407639bc84d47f40015221ea4e4	bac_f262a1adf251a3a793d3daa235e35e73	0.4518
bac_340a48970e248a368a25e7a4f0943b38	bac_f262a1adf251a3a793d3daa235e35e73	-0.0952
bac_f262a1adf251a3a793d3daa235e35e73	fun_0167ba52b37db72a6e74b1ffdf1e8c7c	0.1294
bac_f262a1adf251a3a793d3daa235e35e73	fun_02366a28671be3d5b7de54f132fdabe0	0.0298
bac_f262a1adf251a3a793d3daa235e35e73	fun_0524318733f878058e4606b2306dc1a5	-0.4656
bac_f262a1adf251a3a793d3daa235e35e73	fun_06e6ea6ae4b943568ace88db8128520b	0.2007
bac_f262a1adf251a3a793d3daa235e35e73	fun_06f8d41be81eaee8ce118fd6a6917570	-0.1201
bac_f262a1adf251a3a793d3daa235e35e73	fun_0729e9fcffd1962b7a39b3d93902e0f3	-0.6228
bac_f262a1adf251a3a793d3daa235e35e73	fun_09f70a3943cbdf8905cd01a456c50098	-0.7123
bac_f262a1adf251a3a793d3daa235e35e73	fun_0a78cfc5f61db7e320fd3b2466e8d884	-0.1753
bac_f262a1adf251a3a793d3daa235e35e73	fun_0aa84d7f105e25afc127f6dd778d8ca6	0.3063
bac_f262a1adf251a3a793d3daa235e35e73	fun_0caff3ea96200df0218aa344b0f3dc1e	-0.4006
bac_f262a1adf251a3a793d3daa235e35e73	fun_0cbb44bb9bc91c77e8f74ad2ace1d58c	-0.004
bac_f262a1adf251a3a793d3daa235e35e73	fun_0cefc2f0bcb2fe7c323cb28ac235e7d7	0.6333
bac_f262a1adf251a3a793d3daa235e35e73	fun_0d31e3334880aee4eb26713a0e4104a5	0.0669
bac_f262a1adf251a3a793d3daa235e35e73	fun_0e4a4b1cd4283317ad2fe0dc25a07b9d	-0.1524
bac_f262a1adf251a3a793d3daa235e35e73	fun_0f2391ae814368a77e456e4357192e31	0.092
bac_f262a1adf251a3a793d3daa235e35e73	fun_0f32da71e26972640eb84b6a3fcc774e	-0.346
bac_f262a1adf251a3a793d3daa235e35e73	fun_10b7a3ca6b1444c66f3b28fed3f26c99	0.0158
bac_f262a1adf251a3a793d3daa235e35e73	fun_118c0ccd7f3578d17e0db218e80ec7ba	-0.4268
bac_f262a1adf251a3a793d3daa235e35e73	fun_1291d36523a6c20f273c7e5c4496df94	0.2059
bac_f262a1adf251a3a793d3daa235e35e73	fun_1a4c8a00ffd3e3463eba4bb201d91747	0.1727
bac_f262a1adf251a3a793d3daa235e35e73	fun_1b9d7859cdab8b86d6b8b62f84b1334d	-0.6753
bac_f262a1adf251a3a793d3daa235e35e73	fun_1c402e380e09d35cfb2c8852e229f8a9	-0.0934
bac_f262a1adf251a3a793d3daa235e35e73	fun_1c676f4ebdcb691f888fa38f57182cef	-0.0065
bac_f262a1adf251a3a793d3daa235e35e73	fun_214a4f3065fc3759698e72be652c9a34	-0.0371
bac_f262a1adf251a3a793d3daa235e35e73	fun_2158fe2489e1b9614d067a49c9384d32	-0.0659
bac_f262a1adf251a3a793d3daa235e35e73	fun_22d760b5ec59a5f4627ad7dd81871970	-0.189
bac_f262a1adf251a3a793d3daa235e35e73	fun_2371d49a803099d8e644da25bb974f68	0.0402
bac_f262a1adf251a3a793d3daa235e35e73	fun_23740c3775b854c52cdd2e3ec2b940e2	0.1518
bac_f262a1adf251a3a793d3daa235e35e73	fun_23d38fc6ca5b5310dd498f79ef490349	-0.0136
bac_f262a1adf251a3a793d3daa235e35e73	fun_250faf103554228cad8216e1e460fbb5	-0.325
bac_f262a1adf251a3a793d3daa235e35e73	fun_277ab749a662c377adefa6a032102c63	0.0631
bac_f262a1adf251a3a793d3daa235e35e73	fun_286a6e26cac82848def0b0d2c83577c8	0.5927
bac_f262a1adf251a3a793d3daa235e35e73	fun_2bab4593bcd7c556ff6027b87b2f296b	-0.2057
bac_f262a1adf251a3a793d3daa235e35e73	fun_2c0f51e54f8a497135bb1bcbb8650032	0.0939
bac_f262a1adf251a3a793d3daa235e35e73	fun_2f60b972271a751f58655719fc6e6cff	0.0462
bac_f262a1adf251a3a793d3daa235e35e73	fun_2fd4823aefdc5d0cff20c9b343f59dfa	0.0855
bac_f262a1adf251a3a793d3daa235e35e73	fun_3386ce75410a8cb8e2231bf46ce924f5	0.0041
bac_f262a1adf251a3a793d3daa235e35e73	fun_33937cc1c82a2529593b9b0f935a8e90	0.1501
bac_f262a1adf251a3a793d3daa235e35e73	fun_347c44753e7c2ad2ae6a717b38a8afd7	-0.1431
bac_f262a1adf251a3a793d3daa235e35e73	fun_3487e7a66b1216ab236c1206ef2508a3	0.1834
bac_f262a1adf251a3a793d3daa235e35e73	fun_355aca9bcdfb0c7d8402753c5a694b05	-0.0633
bac_f262a1adf251a3a793d3daa235e35e73	fun_38040dfe5f383720bf6bea322fc619aa	-0.1492
bac_f262a1adf251a3a793d3daa235e35e73	fun_3c915d279379b12fc2ed878e1cacf341	-0.0134
bac_f262a1adf251a3a793d3daa235e35e73	fun_3cb3c6cd8442b957da3c4552abe5155d	0.149
bac_f262a1adf251a3a793d3daa235e35e73	fun_4193543e36d7cbfcdcb829680e8252cc	0.3327
bac_f262a1adf251a3a793d3daa235e35e73	fun_41f4e5b0f33bad087229b6f6815f964c	0.0468
bac_f262a1adf251a3a793d3daa235e35e73	fun_4221a9af1d4a745332f707c0406fc7bc	-0.0099
bac_f262a1adf251a3a793d3daa235e35e73	fun_42842fcfe5fb451b64c00a371bcdd108	0.0914
bac_f262a1adf251a3a793d3daa235e35e73	fun_45631d9c65545ed312005b3293a0946b	-0.4193
bac_f262a1adf251a3a793d3daa235e35e73	fun_46bb506cd300f76f0f75d8a7f9a681b4	-0.0093
bac_f262a1adf251a3a793d3daa235e35e73	fun_47353298fec24beb6ed1f5bad1c76001	-0.4849
bac_f262a1adf251a3a793d3daa235e35e73	fun_47e902ad3c281748949aba844185f99c	0.1231
bac_f262a1adf251a3a793d3daa235e35e73	fun_47f2d9bfe6e31100ef4427446a831781	0.4717
bac_f262a1adf251a3a793d3daa235e35e73	fun_4998b3c120cb4912ddcc77878ac45df2	0.039
bac_f262a1adf251a3a793d3daa235e35e73	fun_49fe0c39a70290e6d28a25b3ceb1498b	-0.1642
bac_f262a1adf251a3a793d3daa235e35e73	fun_4bcb8c7f816497c699847b2ea5e2314a	0.0909
bac_f262a1adf251a3a793d3daa235e35e73	fun_4c6ff3598dcaf6a9a7e11a65442a751c	-0.5589
bac_f262a1adf251a3a793d3daa235e35e73	fun_4f0ab95b8153df635b9641d712c2920f	0.1114
bac_f262a1adf251a3a793d3daa235e35e73	fun_4f2e20c8dc695a9a789127c38e1278e1	-0.4116
bac_f262a1adf251a3a793d3daa235e35e73	fun_4f319a726690a5fd7721d15536198d81	-0.3048
bac_f262a1adf251a3a793d3daa235e35e73	fun_53e2f66ea5c9838b53638808c5eee304	-0.0909
bac_f262a1adf251a3a793d3daa235e35e73	fun_54264f5a5422c3cc71ccc6d49629d74a	0.3099
bac_f262a1adf251a3a793d3daa235e35e73	fun_54335873164e6a3e028c2e5eeaa76392	-0.1274
bac_f262a1adf251a3a793d3daa235e35e73	fun_567718e73bc1b502fc38a82bb73e6879	0.1631
bac_f262a1adf251a3a793d3daa235e35e73	fun_57c1928602d19022a67038d35c851d21	-0.2744
bac_f262a1adf251a3a793d3daa235e35e73	fun_5848680771618eee66bc844e2db4ebd4	-0.0072
bac_f262a1adf251a3a793d3daa235e35e73	fun_58c1e23d5186fc6f1a15b0453213b3b1	-0.6717
bac_f262a1adf251a3a793d3daa235e35e73	fun_5a5ae0e4fa677fdd087c0f6764761214	-0.0729
bac_f262a1adf251a3a793d3daa235e35e73	fun_5f0b44624870e672b82fc6716b8aad01	0.1554
bac_f262a1adf251a3a793d3daa235e35e73	fun_6599bfe42d8c3709907478178bacae76	0.0206
bac_f262a1adf251a3a793d3daa235e35e73	fun_66743b133436023aad67942e15edd8f9	-0.2699
bac_f262a1adf251a3a793d3daa235e35e73	fun_6726e9d29c0fca426c4f440cf6cb046f	-0.1857
bac_f262a1adf251a3a793d3daa235e35e73	fun_683724960932ba975963b2447692db7e	-0.189
bac_f262a1adf251a3a793d3daa235e35e73	fun_69f67412f6d0f6ed8537b40d0f34e8bc	-0.0577
bac_f262a1adf251a3a793d3daa235e35e73	fun_6b7b3153f86ee62a0aacee90a0d0118c	-0.5443
bac_f262a1adf251a3a793d3daa235e35e73	fun_6c2e7b127282a35015d4e99765091247	-0.6488
bac_f262a1adf251a3a793d3daa235e35e73	fun_6d6e4661cedc4e067006f6428d3ccbd9	-0.4681
bac_f262a1adf251a3a793d3daa235e35e73	fun_6e5acbe22fbc6a684db46a120e9f74ea	-0.0551
bac_f262a1adf251a3a793d3daa235e35e73	fun_714f6a34e95c5e894dc374f0c399001f	-0.0997
bac_f262a1adf251a3a793d3daa235e35e73	fun_729dbff0ad56f74f16f888c72f9dd00f	-0.3532
bac_f262a1adf251a3a793d3daa235e35e73	fun_7562647057cc54e8f62f2bad26b87179	-0.0704
bac_f262a1adf251a3a793d3daa235e35e73	fun_79df431e4af83054cf3aea0465a2b5ea	-0.6151
bac_f262a1adf251a3a793d3daa235e35e73	fun_79f1fc8642d1a265f3f8ef5188e671ed	0.0428
bac_f262a1adf251a3a793d3daa235e35e73	fun_7a1c2fe35bf31b3e2090c15ed19bdeae	-0.209
bac_f262a1adf251a3a793d3daa235e35e73	fun_7a8e93e9b7bf5e8cdc7cad953c244980	-0.0432
bac_f262a1adf251a3a793d3daa235e35e73	fun_7c935208489995e87e119cb9abc79654	0.4783
bac_f262a1adf251a3a793d3daa235e35e73	fun_7cfd3dce3e2f93d64db98db66391538b	0.0109
bac_f262a1adf251a3a793d3daa235e35e73	fun_7e910b6456109c70bda898a1744096d4	-0.0604
bac_f262a1adf251a3a793d3daa235e35e73	fun_7fe76ee825b3c77e28a7d1e70aabd4c5	-0.0345
bac_f262a1adf251a3a793d3daa235e35e73	fun_81ea074dda3d567a71d9003ad53a1e52	-0.3999
bac_f262a1adf251a3a793d3daa235e35e73	fun_85982f92d15dd424dd886ed97cdb9953	-0.3989
bac_f262a1adf251a3a793d3daa235e35e73	fun_85b555e22d19d03795638e9d49023b94	0.1436
bac_f262a1adf251a3a793d3daa235e35e73	fun_86dd6cf93b827a3558b2d1db2b624e72	-0.3383
bac_f262a1adf251a3a793d3daa235e35e73	fun_8b9004935e8dcd6f085d5c15bbc0f31e	-0.1584
bac_f262a1adf251a3a793d3daa235e35e73	fun_8c97ac471880e482d370a14e3f3ae4a6	-0.117
bac_f262a1adf251a3a793d3daa235e35e73	fun_8d2bad89e7f124724887d4e3036be646	0.022
bac_f262a1adf251a3a793d3daa235e35e73	fun_8fc4fac85ee8640e9500bb5831afe6b0	0.0277
bac_f262a1adf251a3a793d3daa235e35e73	fun_90c24eb9a39afa6a01bc2d0f213e805a	0.0081
bac_f262a1adf251a3a793d3daa235e35e73	fun_9169f78999dd31b424dbd92a56a8c647	0.0179
bac_f262a1adf251a3a793d3daa235e35e73	fun_922fba29d22372624435605d293f3a28	0.5828
bac_f262a1adf251a3a793d3daa235e35e73	fun_927027479da55fe3e3a292bfe1c77169	0.0258
bac_f262a1adf251a3a793d3daa235e35e73	fun_94d917a9acb7c9f18e9f7fa62225cdf6	0.1365
bac_f262a1adf251a3a793d3daa235e35e73	fun_95b8f9cc2c8671f62fe85fb53f4289f3	-0.6818
bac_f262a1adf251a3a793d3daa235e35e73	fun_96976bd08a056451c9329025f1f9596a	-0.4069
bac_f262a1adf251a3a793d3daa235e35e73	fun_96bd7367a2b284e906e524c0d3ea12bc	0.4854
bac_f262a1adf251a3a793d3daa235e35e73	fun_9855be302a9726bcdb688cf8fbb97533	0.0808
bac_f262a1adf251a3a793d3daa235e35e73	fun_9896f7b3cf9bd0b0839caa8fffa94a43	0.0973
bac_f262a1adf251a3a793d3daa235e35e73	fun_9a35064261c9384a6740bbf3bd32e5d9	-0.239
bac_f262a1adf251a3a793d3daa235e35e73	fun_9f43298cab5ca5ee9c3b780bb5045e11	0.0268
bac_f262a1adf251a3a793d3daa235e35e73	fun_9fd168d363baaa01b1e4d633e18a9eeb	0.0117
bac_f262a1adf251a3a793d3daa235e35e73	fun_9fdb180e75a8ad5624a0328db1fa0ba9	-0.6
bac_f262a1adf251a3a793d3daa235e35e73	fun_a1d92bd186f42a95349519ddf9aa91fb	0.1795
bac_f262a1adf251a3a793d3daa235e35e73	fun_a28ee535e8e8fa5859930f429660433e	-0.0165
bac_f262a1adf251a3a793d3daa235e35e73	fun_a3a2dd5aa3151535dd8270ae478a8401	-0.3914
bac_f262a1adf251a3a793d3daa235e35e73	fun_a475788ef659929871471c1744ec7f3d	0.1301
bac_f262a1adf251a3a793d3daa235e35e73	fun_a4fe255622c164fec3c18952aadf3cd7	-0.4385
bac_f262a1adf251a3a793d3daa235e35e73	fun_a50d58895924c58e58f8b8495530da54	-0.5475
bac_f262a1adf251a3a793d3daa235e35e73	fun_a5add3cb41a06fe3777ec66eafa0d201	0.1653
bac_f262a1adf251a3a793d3daa235e35e73	fun_abd808bd07f1d21933ef5ef5050116db	-0.2578
bac_f262a1adf251a3a793d3daa235e35e73	fun_ad9da3724a49f61b50680ba7ee3947f4	0.0304
bac_f262a1adf251a3a793d3daa235e35e73	fun_b1f9817e510086a5b0fe9a4b0b515f39	-0.1424
bac_f262a1adf251a3a793d3daa235e35e73	fun_b3e776671dcc86dc99a4b20300b8a204	-0.2896
bac_f262a1adf251a3a793d3daa235e35e73	fun_b52a3ea4fd6069420679caf4241c801b	-0.1476
bac_f262a1adf251a3a793d3daa235e35e73	fun_b6155a78d66e06baed759508b47f4ec8	0.0897
bac_f262a1adf251a3a793d3daa235e35e73	fun_b69f758c15c65176a498709815701b3b	-0.158
bac_f262a1adf251a3a793d3daa235e35e73	fun_b6c17784863d8ca0df880e4d5c4c2170	0.077
bac_f262a1adf251a3a793d3daa235e35e73	fun_b8f3c964119deead9855eedce61cb5eb	0.1176
bac_f262a1adf251a3a793d3daa235e35e73	fun_b9366da8994c36aa73c3fccf6dd7dd8d	0.0558
bac_f262a1adf251a3a793d3daa235e35e73	fun_b9f011d775ce8542c757dc538bf63a1f	0.5236
bac_f262a1adf251a3a793d3daa235e35e73	fun_beefa685a70929e4573b559a14f4167c	0.5627
bac_f262a1adf251a3a793d3daa235e35e73	fun_bef14d5fca5e566de33c2d6935befb01	-0.2085
bac_f262a1adf251a3a793d3daa235e35e73	fun_c1a9e87b41cdbdd611acf419998c12ca	0.0006
bac_f262a1adf251a3a793d3daa235e35e73	fun_c37dd1e535482014cbb5bd9aa864c2d3	-0.0422
bac_f262a1adf251a3a793d3daa235e35e73	fun_c43e10fa3b25ac02e6a37f070df3263b	-0.1007
bac_f262a1adf251a3a793d3daa235e35e73	fun_c50f5ad0d4d11e01c9d20523193b6072	-0.2787
bac_f262a1adf251a3a793d3daa235e35e73	fun_c82b27575fa9351a88fd14041f56c01a	0.0379
bac_f262a1adf251a3a793d3daa235e35e73	fun_c9e8f335f00d3b1f318d2c091ecfae60	-0.485
bac_f262a1adf251a3a793d3daa235e35e73	fun_cc387c913621b6d6192ba9110f13b0a9	-0.3765
bac_f262a1adf251a3a793d3daa235e35e73	fun_cde515636353f7be08077d22dc8ff61f	0.0126
bac_f262a1adf251a3a793d3daa235e35e73	fun_ce2e769554618c58d9ebf96e0fed8762	0.0171
bac_f262a1adf251a3a793d3daa235e35e73	fun_cfa651347c94e676f6c5fa749f7f1cf8	0.01
bac_f262a1adf251a3a793d3daa235e35e73	fun_d1d3ea70e6d57e97a362666d1a7a7ec0	-0.4948
bac_f262a1adf251a3a793d3daa235e35e73	fun_d292815810aa92389848a499c131f1f0	0.1527
bac_f262a1adf251a3a793d3daa235e35e73	fun_d40be4ff5cf29f494c04116d28565485	0.14
bac_f262a1adf251a3a793d3daa235e35e73	fun_d4872bb4ed88fee9b87f6d9fa33e7ce6	-0.0809
bac_f262a1adf251a3a793d3daa235e35e73	fun_d6401113e9c8f82041604baeabc6b187	0.0277
bac_f262a1adf251a3a793d3daa235e35e73	fun_d854488b6221f9df4bdf40fd52992a59	-0.463
bac_f262a1adf251a3a793d3daa235e35e73	fun_dc5110758b11f79a75227a78213c4d1f	0.2276
bac_f262a1adf251a3a793d3daa235e35e73	fun_dd394169cc6ef13eb9b3fa39a501c038	0.0708
bac_f262a1adf251a3a793d3daa235e35e73	fun_df30f1edf3c23405b2d24d2705cf7707	-0.041
bac_f262a1adf251a3a793d3daa235e35e73	fun_e006c22456bda68d9c4113992dcfd9e7	-0.4401
bac_f262a1adf251a3a793d3daa235e35e73	fun_e008eedc46fb56a7e7a0b1a2bdfdf8a4	-0.5507
bac_f262a1adf251a3a793d3daa235e35e73	fun_e09e76cd7cbe91138eb577f7abec19b2	-0.1241
bac_f262a1adf251a3a793d3daa235e35e73	fun_e1e1ab7b143b6aa0345451e1f681c5ea	-0.4525
bac_f262a1adf251a3a793d3daa235e35e73	fun_e56fa2fae3901d608b8afcbfa6d34246	-0.2306
bac_f262a1adf251a3a793d3daa235e35e73	fun_e5bf6cacfa2148602d1019a699e9204f	0.1051
bac_f262a1adf251a3a793d3daa235e35e73	fun_e5f64e3d3b97684a8bc7e69deeb67de8	-0.0092
bac_f262a1adf251a3a793d3daa235e35e73	fun_e6f3fb7d31bdd7686398707942491537	0.104
bac_f262a1adf251a3a793d3daa235e35e73	fun_e852926963eba0d5fdad3a9f4fe568b6	0.0302
bac_f262a1adf251a3a793d3daa235e35e73	fun_ea444593948c664d061b7bf45776df49	-0.6627
bac_f262a1adf251a3a793d3daa235e35e73	fun_ecc0925f4392de6c08c6a061329fd378	0.1413
bac_f262a1adf251a3a793d3daa235e35e73	fun_ecda94593e7d6c88cc53f98bf695da16	-0.0226
bac_f262a1adf251a3a793d3daa235e35e73	fun_ef75ceb1455f5561224cd50f122108e9	0.0619
bac_f262a1adf251a3a793d3daa235e35e73	fun_f051e70aa867848fd8e5fd826f7256cc	0.1317
bac_f262a1adf251a3a793d3daa235e35e73	fun_f1a7fec31a86379af6c0e886ce615217	0.1995
bac_f262a1adf251a3a793d3daa235e35e73	fun_f2fd13c8184b9fd3e3b9720be9cca2e6	-0.0252
bac_f262a1adf251a3a793d3daa235e35e73	fun_f3fe88aa407ee2dc2c7e826f575fdfb4	-0.1166
bac_f262a1adf251a3a793d3daa235e35e73	fun_f43ee544958c6f04ee300ed42bd8ab7f	0.4581
bac_f262a1adf251a3a793d3daa235e35e73	fun_fa78b6a254cff46e42889f9436d013dc	0.1754
bac_f262a1adf251a3a793d3daa235e35e73	fun_fb2832a28e377bb3e5702f77807dd28e	-0.6139
bac_f262a1adf251a3a793d3daa235e35e73	fun_fb75326ddc4fb977b3b9d5b576072c4d	0.3364
bac_f262a1adf251a3a793d3daa235e35e73	fun_fc103118419fa58af686fe80d693fb9e	0.5715
bac_f262a1adf251a3a793d3daa235e35e73	fun_fd49afeea05ea589b5d01bc1387bc139	0.4693
bac_f262a1adf251a3a793d3daa235e35e73	fun_fd9887a5036ac9da632d6843d5b3fb70	-0.0244
bac_f262a1adf251a3a793d3daa235e35e73	fun_fe2ac47fcfb209c2b977b6ba54f1f5fd	-0.1056
bac_f262a1adf251a3a793d3daa235e35e73	euk_e1b1ede819104b16f8ed41b4bb7f43f7	-0.0023
bac_1f8eb803b5d14b958d448f7cba30666c	bac_7faab38ff5285a7d3092e4a36888d786	0.0032
bac_67f48d5e7b609cccc44fe8d22d3dca0a	bac_7faab38ff5285a7d3092e4a36888d786	0.0615
bac_6f545fbcb122ef26d794750b06c0d6a4	bac_7faab38ff5285a7d3092e4a36888d786	0.2406
bac_7334acedf2e60af538eaff59e499c2c9	bac_7faab38ff5285a7d3092e4a36888d786	0.526
bac_7faab38ff5285a7d3092e4a36888d786	bac_b5d5b4257a5f9a836315f5896d4a47da	0.1329
bac_39516e82e7b507c0659c83bbcb780dc5	bac_7faab38ff5285a7d3092e4a36888d786	-0.4187
bac_2da924029cfd4c7fe3765b362a915f4a	bac_7faab38ff5285a7d3092e4a36888d786	0.3638
bac_632fb2f5131661bf841197fddaf81998	bac_7faab38ff5285a7d3092e4a36888d786	0.2647
bac_7faab38ff5285a7d3092e4a36888d786	bac_b6d81317326d18e5c954e6eae8820a6a	-0.0881
bac_7faab38ff5285a7d3092e4a36888d786	bac_de451fb33ed58e6d3c4dcb950e90284d	-0.1324
bac_4352077acff15c3823b28170a84a93cb	bac_7faab38ff5285a7d3092e4a36888d786	0.1804
bac_7e5dc2827132ced28bb83b4c8fa16998	bac_7faab38ff5285a7d3092e4a36888d786	0.5317
bac_7faab38ff5285a7d3092e4a36888d786	bac_a0a0f1f2185a9b37c030febe9b9496ac	-0.002
bac_7faab38ff5285a7d3092e4a36888d786	bac_9710e4f2e6419b188e30337e34bb3fae	-0.1458
bac_7faab38ff5285a7d3092e4a36888d786	bac_a51e5e904dedc2c23560ac9992d2c856	-0.0393
bac_7faab38ff5285a7d3092e4a36888d786	bac_980733234dec4591bf88651db885514f	-0.2201
bac_1aecd556d15406a593386710717f99dd	bac_7faab38ff5285a7d3092e4a36888d786	-0.4618
bac_0949c5c8f7512f748fde872a4a5f3912	bac_7faab38ff5285a7d3092e4a36888d786	-0.2514
bac_7faab38ff5285a7d3092e4a36888d786	bac_f6b35c47975af3c3a00cba35c1202f06	-0.3537
bac_08012612886d8eaa4c76fb3bb5920839	bac_7faab38ff5285a7d3092e4a36888d786	-0.047
bac_339857a9094e71ebc60a3a75a38778be	bac_7faab38ff5285a7d3092e4a36888d786	-0.3581
bac_7faab38ff5285a7d3092e4a36888d786	bac_c872ff58ceb3b79ce316cef70bf269b8	-0.3593
bac_7faab38ff5285a7d3092e4a36888d786	bac_c1b713d1a2d1451195effc7b1adf179c	-0.1586
bac_7faab38ff5285a7d3092e4a36888d786	bac_9e9275578b14491521478d652696aa69	0.1256
bac_30201fbdcea3691e00d5d4710db0a6f6	bac_7faab38ff5285a7d3092e4a36888d786	0.0304
bac_7faab38ff5285a7d3092e4a36888d786	bac_ef9f03c285132510b106c9addbb7fe53	0.0109
bac_11f4e2547c7b2f9f781a8648c6754127	bac_7faab38ff5285a7d3092e4a36888d786	0.1852
bac_0861aab42571c3051e999c8b88406275	bac_7faab38ff5285a7d3092e4a36888d786	0.3125
bac_25b0beea5b7bbd107f2ab2f41cdc7606	bac_7faab38ff5285a7d3092e4a36888d786	0.2555
bac_53fbb6ad7c7457bfcc90d7a74d5f99d4	bac_7faab38ff5285a7d3092e4a36888d786	0.3296
bac_4d9c9a71444ca80b03585d97809647f9	bac_7faab38ff5285a7d3092e4a36888d786	-0.0366
bac_0cb8c77aa1f500d869a914df859c8da8	bac_7faab38ff5285a7d3092e4a36888d786	0.3531
bac_7faab38ff5285a7d3092e4a36888d786	bac_93f52e347e69b67e42f5979bb8735255	0.0379
bac_6d9aa14b2d532b8d9a3c1fd342c515c9	bac_7faab38ff5285a7d3092e4a36888d786	0.1482
bac_7503835dfc68f50c3d82997974556840	bac_7faab38ff5285a7d3092e4a36888d786	0.1773
bac_70e1c02151c287ca1efd03cb9245ae38	bac_7faab38ff5285a7d3092e4a36888d786	0.285
bac_7faab38ff5285a7d3092e4a36888d786	bac_e625e758ed6e5753f43da408f6af592a	-0.3369
bac_0aadcd42e885bed61f1a29c55399b217	bac_7faab38ff5285a7d3092e4a36888d786	-0.0943
bac_7faab38ff5285a7d3092e4a36888d786	bac_da5924ba1ff2c30dd489e95369c2fab1	-0.0766
bac_7faab38ff5285a7d3092e4a36888d786	bac_c798c16862dc501435104ef3e368ebf6	-0.2938
bac_2eae9eefab6485e2e98923809417e86b	bac_7faab38ff5285a7d3092e4a36888d786	-0.1235
bac_7b6fde94ef7dd846d47232e9073c9d79	bac_7faab38ff5285a7d3092e4a36888d786	-0.1375
bac_7faab38ff5285a7d3092e4a36888d786	bac_968b1470919e6ed4fabeb7496448ecb2	0.0029
bac_2ae515a98a501771b24b23ccae19d5c6	bac_7faab38ff5285a7d3092e4a36888d786	0.1507
bac_7faab38ff5285a7d3092e4a36888d786	bac_99445e37a2231c1efb6b01be444921f2	0.0341
bac_0a1e0c89456159256a67b43a5d3a951c	bac_7faab38ff5285a7d3092e4a36888d786	-0.3
bac_7faab38ff5285a7d3092e4a36888d786	bac_9db2817f5c42be6a7bcbca662959982d	-0.0882
bac_2d189fced66f2afef1db00ceab357299	bac_7faab38ff5285a7d3092e4a36888d786	0.0967
bac_74c800a9e7696cc485c720c946cf3566	bac_7faab38ff5285a7d3092e4a36888d786	0.0977
bac_7faab38ff5285a7d3092e4a36888d786	bac_a349afc68ea24812d020e0bae53ab45e	-0.1071
bac_1e4a9dca9911524cd032a2778a38a7ee	bac_7faab38ff5285a7d3092e4a36888d786	0.2382
bac_229392b820681a5aeb2d4c3b77921922	bac_7faab38ff5285a7d3092e4a36888d786	-0.4596
bac_7faab38ff5285a7d3092e4a36888d786	bac_a9a9fceabb2ded4edce03aafc300b332	-0.1934
bac_749ae7e23fa7a131049e5734b2e48b51	bac_7faab38ff5285a7d3092e4a36888d786	-0.0155
bac_7faab38ff5285a7d3092e4a36888d786	bac_d69dbeb4886b17e9f37089d97d309997	0.1366
bac_7faab38ff5285a7d3092e4a36888d786	bac_b3e43471f9e9e418e78c655dd82e3187	0.3099
bac_272abf16adc123ed3b9e01811cd36e9a	bac_7faab38ff5285a7d3092e4a36888d786	0.1135
bac_7faab38ff5285a7d3092e4a36888d786	bac_dae457dce2089ce83fd9a96ce128ec7a	-0.0367
bac_585b3143d80f6c23342a75e4307553ee	bac_7faab38ff5285a7d3092e4a36888d786	0.0059
bac_7faab38ff5285a7d3092e4a36888d786	bac_b87f5ae148b3c38213fdeca77b10b1de	0.2637
bac_622da15e5f92253a2764ebd980b2d0c9	bac_7faab38ff5285a7d3092e4a36888d786	-0.2379
bac_7faab38ff5285a7d3092e4a36888d786	bac_ccf66209185e064597ed3505a250fa15	-0.1089
bac_0ca014618cae8611b1056d121c5eab80	bac_7faab38ff5285a7d3092e4a36888d786	-0.425
