"","Bac_001","Bac_002","Bac_003","Bac_004","Bac_005","Bac_006","Bac_007","Bac_008","Bac_009","Bac_010","Bac_011","Bac_012","Bac_013","Bac_014","Bac_015","Bac_016","Bac_017","Bac_018","Bac_019","Bac_020","Bac_021","Bac_022","Bac_023","Bac_024","Bac_025","Bac_026","Bac_027","Bac_028","Bac_029","Bac_030","Bac_032","Bac_033","Bac_034","Bac_035","Bac_036","Bac_037","Bac_038","Bac_039","Bac_040","Bac_041","Bac_042","Bac_043","Bac_044","Bac_045","Bac_046","Bac_047","Bac_048","Bac_049","Bac_050","Bac_051","Bac_052","Bac_053","Bac_054","Bac_055","Bac_056","Bac_057","Bac_058","Bac_059","Bac_060","Bac_061","Bac_062","Bac_063","Bac_064","Bac_065","Bac_066","Bac_068","Bac_069","Bac_070","Bac_071","Bac_072","Bac_073","Bac_074","Bac_075","Bac_076","Bac_077","Bac_078","Bac_079","Bac_080","Bac_081","Bac_082","Bac_083","Bac_084","Bac_085","Bac_086","Bac_087","Bac_088","Bac_089","Bac_090","Bac_091","Bac_092","Bac_093","Bac_094","Bac_095","Bac_096","Bac_097","Bac_098","Bac_099","Bac_100","Bac_101","Bac_102","Bac_103","Bac_104","Bac_105","Bac_106","Bac_107","Bac_108","Bac_109","Bac_110","Bac_111","Bac_112","Bac_113","Bac_114","Bac_115","Bac_116","Bac_117","Bac_118","Bac_119","Bac_120","Bac_121","Bac_122","Bac_123","Bac_124","Bac_125","Bac_126","Bac_127","Bac_128","Bac_129","Bac_130","Bac_131","Bac_132","Bac_133","Bac_134","Bac_135","Bac_136","Bac_137","Bac_138","Bac_139","Bac_140","Bac_141"
"7faab38ff5285a7d3092e4a36888d786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,44,97,28,0,26,0,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,0,37,105,0,0,39,19,0,0,0,0,0,0,0,0,123,0,0,156,0,0,0,144,41,255,54,114,0,18,0,14,0,0,0,0,0,0,18,22,0,0,0,0,86,20,27,79,25,0,0,0,47,0,31
"1f8eb803b5d14b958d448f7cba30666c",0,0,0,0,0,11,0,0,0,13,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,142,0,0,0,0,0,0,0,0,0,0,0,21,0,171,0,0,0,0,0,0,0,0,0,38,58,214,0,38,0,267,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,78,0,0,0,0,6,0,0,21,0,0,31,0,0,54,0,66,136,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"67f48d5e7b609cccc44fe8d22d3dca0a",0,0,0,0,0,0,0,0,0,0,0,0,41,27,0,0,26,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,71,44,0,28,0,47,0,0,0,0,0,56,0,0,55,0,0,41,2,0,290,401,0,25,0,0,27,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,41,45,0,47,23,160,0,0,0,18,0,0,0,0,17,19,37,23,0
"6f545fbcb122ef26d794750b06c0d6a4",0,0,12,15,0,0,0,0,0,7,19,0,0,5,0,0,74,0,0,0,0,0,118,34,36,14,0,84,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,58,0,0,93,0,53,45,16,29,23,0,0,57,58,13,14,12,41,73,0,0,0,36,0,0,35,0,0,0,22,12,12,21,74,0,8,0,0,0,0,0,0,0,10,37,0,0,0,0,0,69,18,25,78,54,0,53,0,50,47,21
"948d32ccc008964f91ab70ddd296caed",0,0,0,0,0,0,0,0,0,0,0,84,67,19,119,40,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,45,59,0,0,67,21,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,22,13,30,0,34,0,0,0,25,0,0,0,0,27,0,0,0,18,0,0,24,0,0,31,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,62,0,0,0,0,703,74,0,0
"0dc95197c4e7a21a80e787bc3b6e60ac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,334,41,96,78,0,902,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b841b4a4279c0953f40dd587fb55d892",0,0,0,0,0,9,0,0,0,0,0,0,23,24,0,15,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,14,0,0,0,0,0,0,21,0,0,0,0,152,0,51,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,25,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,103,239,0,303,562,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7334acedf2e60af538eaff59e499c2c9",0,0,11,23,0,0,0,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0,52,36,12,22,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,15,0,0,0,23,33,35,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,70,0,0,0,0,45,43,28,33,56,0,0,32,38,0,0,0,103,0,0,45,0,62,0,0,60,0,0,0,46,13,40,46,54,0,8,0,0,0,0,6,26,16,0,37,20,14,0,0,0,70,19,0,75,54,0,16,0,136,0,0
"b5d5b4257a5f9a836315f5896d4a47da",0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,394,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,188,59,0,0,0,0,0,0,0,40,0,43,197,70
"39516e82e7b507c0659c83bbcb780dc5",0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,14,0,39,27,0,0,0,36,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,33,29,0,26,0,0,39,0,0,0,0,11,24,17,21,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,37,35,0,28,0,110,53,0,41,0,0,0,28,0,35,0,20,82,0,0,0,54,29,0,0,26,47,0,0,32,0,62,42,0,0,17,0,0,0,0,17,0,0,38,17,47,0,0,0,0,0,0,0,17,49,0,0,72,67,12,45
"2da924029cfd4c7fe3765b362a915f4a",0,0,8,20,0,0,0,0,0,0,0,0,34,21,24,59,0,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,33,36,0,26,36,63,0,0,0,30,0,26,0,0,28,0,0,0,69,0,0,0,0,0,18,0,0,0,26,16,0,11,0,0,39,17,40,0,20,0,0,0,0,38,16,16,32,0,30,0,0,153,0,84,0,24,0,0,0,25,0,0,27,0,17,22,0,0,0,0,0,40,0,46,0,27,55,23,0,17,0,0,0,0,21,15,0,0,0,26,30,43,17,16
"632fb2f5131661bf841197fddaf81998",0,0,0,26,0,0,0,0,0,0,0,26,0,0,13,19,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,47,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,127,80,67,87,35,262,145,17,0,26,0,0,0,0,28,0,20,0,0,0,0,28,0,0,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,45,33,20,0,0,0,0,86,0,0
"b6d81317326d18e5c954e6eae8820a6a",0,0,0,0,0,0,0,0,0,0,0,69,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,124,24,70,122,0,0,104,0,0,0,0,0,0,0,34,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,96,0,0,27,24,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,48,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,75,0,0,0,0,67,318,0,0
"de451fb33ed58e6d3c4dcb950e90284d",0,0,0,0,0,0,0,0,0,0,24,0,10,22,0,16,0,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,178,208,89,70,96,0,380,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,35,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"fc337538c70fb995b12da64a009d40a6",0,0,0,0,0,0,0,0,0,0,0,102,30,0,245,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,157,96,157,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,131,0,0,0,0,201,101,0,0
"4352077acff15c3823b28170a84a93cb",0,0,0,0,0,0,0,0,0,0,0,25,34,27,0,32,0,39,31,53,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,51,47,32,0,31,48,0,10,0,0,0,0,59,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,24,51,0,0,46,0,0,0,0,21,0,0,0,0,0,0,0,0,0,86,90,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,0,0,0,305,0,0,0,55,41,25,0,0,0,0,97,0,0
"7e5dc2827132ced28bb83b4c8fa16998",0,0,0,45,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,21,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,21,0,28,0,0,0,0,28,73,26,71,81,8,0,55,29,0,0,0,41,0,0,37,234,30,0,0,39,0,0,0,33,0,56,40,69,0,0,0,0,0,0,0,0,0,0,25,0,24,0,0,0,52,43,0,116,77,0,0,0,68,0,0
"5f8b99d96b9fb65e12c944b3f8bd38b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,327,32,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,32,0,0,0,0,9,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,133,10,0,0,0,0,0,0,0,0,0,0,0,0
"a0a0f1f2185a9b37c030febe9b9496ac",0,0,0,0,0,0,0,0,0,0,0,0,53,27,0,24,0,65,24,226,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,9,27,0,0,0,0,0,0,51,9,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,56,41,12,0,26,0,78,44,23,0,53,10,8,0,0,0,35,0,0,0,0,0,144,46,0,103,0,11,12,0,0,29,0,0,0,0,26,0,0,0,0,0,0,0,0,23,0,26,41,0,22,0,0,0,0,8,19,0,0,0,0,31,0,18,13,0
"9710e4f2e6419b188e30337e34bb3fae",9,0,3,16,0,0,0,8,0,0,0,0,10,0,0,0,12,9,0,0,0,0,0,0,0,32,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,17,0,10,0,0,6,10,0,0,8,0,11,7,0,0,109,0,0,0,0,0,40,0,0,0,19,13,5,47,0,123,30,0,135,0,134,0,0,0,0,0,7,0,0,0,10,8,70,0,0,72,45,0,0,12,0,12,0,0,15,0,31,0,9,0,0,0,0,0,0,0,11,0,7,66,27,24,0,0,0,0,0,0,0,19,0,56,34,27,37,40
"89a9315cf654d6b3654d01ece8b68ebd",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,31,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,6,13,0,0,44,123,33,14,0,0,33,0,0,0,0,0,66,0,0,0,0,0,0,0,0,161,0,0,119,0,188,12,0,0,0,0,0,16,0,0,9,0,0,0,0,0,0,11,0,0,11,0,0,0,29,8,50,20,25,0,0,0,0,0,0,0,9,0,0,39,65,13,0,0,0,7,0,0,29,27,0,96,0,0,67,74
"a51e5e904dedc2c23560ac9992d2c856",0,0,13,17,0,0,0,0,0,0,0,8,14,6,9,8,0,18,8,0,0,0,0,29,0,0,0,5,0,0,0,0,0,14,0,0,0,21,0,0,0,0,15,0,0,10,20,0,0,5,0,0,0,0,0,0,8,14,0,0,0,36,0,0,0,0,0,0,0,9,0,0,0,54,56,15,56,22,41,112,52,0,0,53,8,0,11,12,5,11,0,18,0,0,0,150,0,0,99,146,8,0,9,9,0,0,0,14,0,19,11,15,0,0,0,0,0,0,0,31,19,0,18,8,42,0,0,0,0,12,0,11,0,0,8,12,36,8,16
"af35e69a9597d7237c3ccf81ea1985db",0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,32,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,25,0,19,0,27,39,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,39,0,0,86,0,42,42,34,42,52,0,0,72,65,0,0,0,0,0,0,0,0,38,0,0,51,0,0,0,31,30,56,39,62,0,31,0,0,32,0,0,20,0,0,28,20,20,0,0,0,44,0,0,49,58,0,13,0,0,25,47
"9002efc8d0aae0e00570a0ef34a8f2f4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,44,0,0,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0
"b5e571467a204e302bf7cfb2a1d93bb0",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,13,0,0,111,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,138,0,0,86,0,31,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,608,24,0,0,0,0,0,0,0,0,3,0,0,0
"9ccf6c2861fff6ffce5e2262b0ec57ed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,18,85,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,396,49,0,0,0,0,0,0,0,0,0,0,0,0
"c812ac66f67d86647c3977e441842eb8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,0,6,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,9,79,46,0,0,172,37,0,0,0,0,0,0,0,0,117,0,0,26,0,0,0,9,24,47,44,184,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,178,141,0,0,0,0,0,0
"a7b4ad116ebb0b0ac9ff5c47c9b3a883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,36,0,0,0,19,40,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,18,0,86,53,36,69,77,0,0,68,35,0,0,0,0,0,0,0,0,70,0,0,79,0,0,0,56,33,53,85,69,0,24,0,0,0,0,0,0,0,0,20,9,0,0,0,0,77,0,0,62,70,0,0,0,0,15,31
"c487be9441ef274e208cf4e7199b9bd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,59,73,0,0,0,38,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,29,51,16,49,34,0,0,34,29,0,0,0,0,0,0,0,0,98,0,0,70,0,0,12,51,24,90,43,91,0,37,0,0,0,0,0,0,0,0,0,46,0,0,0,0,100,0,0,118,101,0,0,0,0,0,0
"1ce75431844bbbfc9fe9e8c651fbebf7",0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,45,0,0,0,39,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,128,0,0,0,0,91,0,0,0,0,0,0,435,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,528,36,0,0,0,0,0,0,0,0,0,0,0,0
"980733234dec4591bf88651db885514f",0,0,0,0,0,0,0,22,0,0,0,0,15,0,0,19,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,188,84,22,183,0,360,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,66,74,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"1aecd556d15406a593386710717f99dd",0,0,0,0,0,0,0,0,0,0,0,12,38,0,15,24,0,34,19,0,30,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,38,0,12,30,0,18,0,0,0,0,19,0,0,0,0,82,0,0,0,0,0,0,0,0,0,19,0,36,52,32,18,43,28,89,58,0,0,0,16,0,0,5,16,21,13,0,0,3,0,35,0,0,134,214,13,0,0,0,26,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,17,22,25,9,16,0,0,0,0,21,0,0,0,0,0,10,0,0,0
"29b9b0c2d3a36ff404bfba4cb63aca1e",0,0,0,0,0,24,0,0,0,0,16,0,0,0,0,0,0,0,0,33,38,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,34,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"0949c5c8f7512f748fde872a4a5f3912",0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,18,14,0,31,138,21,32,0,0,0,0,0,0,0,0,46,0,7,0,0,0,0,0,0,39,0,0,160,0,98,48,18,25,49,0,0,73,36,0,0,0,0,0,0,0,0,28,0,0,46,0,0,0,18,12,34,21,46,0,0,0,0,0,0,0,18,0,0,26,7,8,0,0,0,13,0,0,29,33,0,0,0,42,38,13
"df3fda2fa3d04dd5e0838ac1b4812be8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,164,0,21,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,43,0,0,87,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,48,135,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,299,26,0,0,0,0,0,0,0,0,0,0,0,0
"f6b35c47975af3c3a00cba35c1202f06",0,0,0,26,0,0,0,0,0,0,0,43,0,0,29,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,36,0,0,0,25,0,0,0,0,51,58,41,72,14,0,55,0,31,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,36,0,0,0,0,70,0,0,0,0,0,0,0,0,0,65,0,22,0,0,36,0,0,0,47,0,106,0,0,0,0,0,0,0,0,0,0,15,0,54,0,42,0,0,0,0,31,72,0,0,0,0,59,99,0,0
"e61cc0bc614e0bfac8523bea83230451",0,0,0,0,0,0,0,0,0,0,0,0,29,55,25,49,25,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,38,25,34,0,29,28,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,19,0,0,0,12,12,0,0,0,0,0,0,0,34,28,0,0,89,0,0,0,0,0,75,0,0,0,17,0,68,0,0,0,0,0,0,0,0,0,0,38,49,0,22,0,108,59,0,0,0,0,16,0,0,0,18,0,0,0,0,206,13,0,0
"08012612886d8eaa4c76fb3bb5920839",0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,15,20,53,27,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,0,0,0,0,0,16,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,35,32,0,41,0,0,35,23,0,0,0,0,0,0,0,0,12,0,0,0,0,0,87,0,0,179,202,0,26,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,270,0,0,0,0,0,0,0,0,0,0,31,0,0
"339857a9094e71ebc60a3a75a38778be",5,0,0,0,0,0,0,13,0,0,0,24,0,0,0,0,0,0,0,0,0,42,29,0,0,0,0,13,0,0,0,0,0,0,0,0,5,20,0,0,0,0,30,20,26,51,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,19,0,0,0,26,0,0,102,0,87,23,22,45,0,76,18,13,11,12,35,0,11,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,14,0,14,0,0,0,0,0,0,0,9,48,10,14,0,36,0,11,46,25,20,35,0,29,55,93,15,0
"c872ff58ceb3b79ce316cef70bf269b8",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,17,0,0,0,20,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,0,0,0,0,21,0,0,0,118,0,0,30,0,29,0,0,0,0,0,21,0,0,0,18,0,0,46,0,31,18,0,0,0,40,0,0,0,0,27,17,15,0,0,0,16,70,0,0,113,166,37,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,212,0,0,0,27,0,0,20,0,0,17,22,0,19
"c1b713d1a2d1451195effc7b1adf179c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,110,152,10,45,0,358,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"22899de43189803d284572537dc0a713",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,19,0,0,0,20,35,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,41,0,31,24,0,0,0,0,0,269,16,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,14,0,0,0,0,0,0,0,0,34,0,0,62,0,43,415,0,0,0,0,0,0,20,0,11,0,0,0,0
"9e9275578b14491521478d652696aa69",0,0,0,0,0,0,0,0,0,13,0,0,26,0,0,27,0,74,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,0,30,34,0,30,31,0,0,0,0,0,0,44,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,49,56,31,24,25,0,110,58,0,0,0,0,0,0,0,23,26,0,0,0,0,0,57,0,0,94,106,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0,0,0,0,0,24,25,0,0,0,0,0,46,0,0
